loc_data,UnfilteredDataInCompiledFile,FilteredDataInCompiledFile,ptt_deploy_id,band_no,animal_id,tag_id,species,year,deploy_site,site_abbrev,grouping_var_1,lat_deploc,dir1,lon_deploc,dir2,incl_deploy_loc,incl_recovery_loc,lat_colony,lon_colony,lat_end,lon_end,tag_sensors,datetime_deploy_UTC,datetime_recover_UTC,datetime_start_track_UTC,datetime_end_track_UTC,file_name,observer,Mass_kg,Length_cm,Girth_cm,tranmission duration,collab_point_contact_name,collab_point_contact_email,ptt_tagid,age,feather sample,blood sample,sex
0,0,0,231,LL00706,MOC2015PFSH129893,129893,PFSH,2015,Isla Mocha Chile,MOC,,-38.3549,S,-73.92015,W,1,0,,,,,,4/14/2015 3:30,,,,129893,JF,,,,,,,,,,,
0,0,0,232,LL00703,MOC2015PFSH129894,129894,PFSH,2015,Isla Mocha Chile,MOC,,-38.3549,S,-73.92015,W,1,0,,,,,,4/14/2015 2:11,,,,129894,JF,,,,,,,,,,,
0,0,0,233,LL00705,MOC2015PFSH137986,137986,PFSH,2015,Isla Mocha Chile,MOC,,-38.3549,S,-73.92015,W,1,0,,,,,,4/14/2015 2:56,,,,137986,JF,,,,,,,,,,,
0,0,0,234,LL00750,MOC2015PFSH137987,137987,PFSH,2015,Isla Mocha Chile,MOC,,-38.3549,S,-73.92015,W,1,0,,,,,,4/15/2015 2:15,,,,137987,JF,,,,,,,,,,,
0,0,0,235,LL00707,MOC2015PFSH137988,137988,PFSH,2015,Isla Mocha Chile,MOC,,-38.3549,S,-73.92015,W,1,0,,,,,,4/14/2015 4:32,,,,137988,JF,,,,,,,,,,,
0,0,0,236,LL00702,MOC2015PFSH137989,137989,PFSH,2015,Isla Mocha Chile,MOC,,-38.3549,S,-73.92015,W,1,0,,,,,,4/14/2015 1:44,,,,137989,JF,,,,,,,,,,,
0,0,0,237,LL00749,MOC2015PFSH137990,137990,PFSH,2015,Isla Mocha Chile,MOC,,-38.3549,S,-73.92015,W,1,0,,,,,,4/15/2015 1:35,,,,137990,JF,,,,,,,,,,,
0,0,0,238,LL00708,MOC2015PFSH137991,137991,PFSH,2015,Isla Mocha Chile,MOC,,-38.3549,S,-73.92015,W,1,0,,,,,,4/14/2015 5:08,,,,137991,JF,,,,,,,,,,,
0,0,0,239,LL00709,MOC2015PFSH137992,137992,PFSH,2015,Isla Mocha Chile,MOC,,-38.3549,S,-73.92015,W,1,0,,,,,,4/15/2015 0:39,,,,137992,JF,,,,,,,,,,,
1,0,0,240,118603004,3004,149954,COMU,2015,Yaquina Head,YHONA,,44.68186042,,-124.0975756,W,1,0,44.677726,-124.080382,,,Argos wetcounter,5/19/2015 7:48,,,,149954,RS JA,NA,NA,NA,,Rob Suryan,Rob.Suryan@oregonstate.edu ,683917A,,,,
1,0,0,241,118603005,3005,149957,COMU,2015,Yaquina Head,YHONA,,44.68186042,,-124.0975756,,1,0,44.677726,-124.080382,,,Argos wetcounter,5/19/2015 8:14,,,,149957,RS JA,NA,NA,NA,,Rob Suryan,Rob.Suryan@oregonstate.edu ,683933A,,,,
1,0,0,242,118603008,3008,149953,COMU,2015,Yaquina Head,YHONA,,44.679,,-124.0557,,1,0,44.677726,-124.080382,,,Argos wetcounter,5/20/2015 6:48,,,,149953,RS JA,NA,NA,NA,,Rob Suryan,Rob.Suryan@oregonstate.edu ,683916A,,,,
1,0,0,243,118603009,3009,149956,COMU,2015,Yaquina Head,YHONA,,44.679,,-124.0557,,1,0,44.677726,-124.080382,,,Argos wetcounter,5/20/2015 7:11,,,,149956,RS JA,NA,NA,NA,,Rob Suryan,Rob.Suryan@oregonstate.edu ,683932A,,,,
1,0,0,244,118603011,3011,149955,COMU,2015,Yaquina Head,YHONA,,44.6724,,-124.0916,,1,0,44.677726,-124.080382,,,Argos wetcounter,5/20/2015 7:55,,,,149955,RS JA,NA,NA,NA,,Rob Suryan,Rob.Suryan@oregonstate.edu ,683931A,,,,
1,0,0,245,118603012,3012,149958,COMU,2015,Yaquina Head,YHONA,,44.6733,,-124.0952,,1,0,44.677726,-124.080382,,,Argos wetcounter,5/20/2015 8:24,,,,149958,RS JA,NA,NA,NA,,Rob Suryan,Rob.Suryan@oregonstate.edu ,683934A,,,,
1,0,0,246,118603014,3014,149959,COMU,2015,Yaquina Head,YHONA,,44.6702,,-124.1057,,1,0,44.677726,-124.080382,,,Argos wetcounter,5/20/2015 9:34,,,,149959,RS JA,NA,NA,NA,,Rob Suryan,Rob.Suryan@oregonstate.edu ,683935A,,,,
1,0,0,247,118603015,3015,149960,COMU,2015,Yaquina Head,YHONA,,44.6582,,-124.103,,1,0,44.677726,-124.080382,,,Argos wetcounter,5/20/2015 10:25,,,,149960,RS JA,NA,NA,NA,,Rob Suryan,Rob.Suryan@oregonstate.edu ,683936A,,,,
1,0,0,248,118603018,3018,149962,COMU,2015,Yaquina Head,YHONA,,44.6795,,-124.0948,,1,0,44.677726,-124.080382,,,Argos wetcounter,5/21/2015 5:45,,,,149962,RS JA,NA,NA,NA,,Rob Suryan,Rob.Suryan@oregonstate.edu ,683938A,,,,
1,0,0,249,118603019,3019,149961,COMU,2015,Yaquina Head,YHONA,,44.6798,,-124.095,,1,0,44.677726,-124.080382,,,Argos wetcounter,5/21/2015 6:28,,,,149961,RS JA,NA,NA,NA,,Rob Suryan,Rob.Suryan@oregonstate.edu ,683937A,,,,
1,,,,,,68021,HAPE,2006,"Lana'i, Hale",,,,,,,,,,,,,,,,,,68021,,,,,,,,,,,,
1,,,,,,68022,HAPE,2006,"Lana'i, Hale",,,,,,,,,,,,,,,,,,68022,,,,,,,,,,,,
1,,,,,,68019,HAPE,2006,"Maui, Haleakal",,,,,,,,,,,,,,,,,,68019,,,,,,,,,,,,
1,,,,,,68020,HAPE,2006,"Maui, Haleakal",,,,,,,,,,,,,,,,,,68020,,,,,,,,,,,,
1,,,,,,41646,HAPE,2007,"Maui, Haleakal",,,,,,,,,,,,,,,,,,41646,,,,,,,,,,,,
1,,,,,,41666,HAPE,2007,"Maui, Haleakal",,,,,,,,,,,,,,,,,,41666,,,,,,,,,,,,
1,,,,,,41680,HAPE,2007,"Maui, Haleakal",,,,,,,,,,,,,,,,,,41680,,,,,,,,,,,,
1,,,,,,41886,HAPE,2007,"Maui, Haleakal",,,,,,,,,,,,,,,,,,41886,,,,,,,,,,,,
1,,,,,,68018,HAPE,2007,"Maui, Haleakal",,,,,,,,,,,,,,,,,,68018,,,,,,,,,,,,
1,,,,,,68019,HAPE,2007,"Maui, Haleakal",,,,,,,,,,,,,,,,,,200768019,,,,,,,,,,,,
1,,,,,,68020,HAPE,2007,"Maui, Haleakal",,,,,,,,,,,,,,,,,,200768020,,,,,,,,,,,,
1,,,,,,68021,HAPE,2007,"Maui, Haleakal",,,,,,,,,,,,,,,,,,200768021,,,,,,,,,,,,
1,,,,,,68022,HAPE,2007,"Maui, Haleakal",,,,,,,,,,,,,,,,,,200768022,,,,,,,,,,,,
1,,,,,,68020,HAPE,2008,"Lana'i, Hale",,,,,,,,,,,,,,,,,,200868020.1,,,,,,,,,,,,
1,,,,,,68022,HAPE,2008,"Lana'i, Hale",,,,,,,,,,,,,,,,,,200868022.1,,,,,,,,,,,,
1,,,,,,41646,HAPE,2008,"Maui, Haleakal",,,,,,,,,,,,,,,,,,200841646,,,,,,,,,,,,
1,,,,,,41680,HAPE,2008,"Maui, Haleakal",,,,,,,,,,,,,,,,,,200841680,,,,,,,,,,,,
1,,,,,,68020,HAPE,2008,"Maui, Haleakal",,,,,,,,,,,,,,,,,,200868020,,,,,,,,,,,,
1,,,,,,68021,HAPE,2008,"Maui, Haleakal",,,,,,,,,,,,,,,,,,200868021,,,,,,,,,,,,
1,,,,,,68022,HAPE,2008,"Maui, Haleakal",,,,,,,,,,,,,,,,,,200868022,,,,,,,,,,,,
1,,,,,,129898,HAPE,2013,"Hawaii, Mauna Loa? Determine which 2013 bird was Mauna Loa",,,,,,,,,,,,,,,,,,129898,,,,,,,,,,,,
1,,,,,,129901,HAPE,2013,"Kauai, Hono O Na'pali",,,,,,,,,,,,,,,,,,129901,,,,,,,,,,,,
1,,,,,,129902,HAPE,2013,"Kauai, Hono O Na'pali",,,,,,,,,,,,,,,,,,129902,,,,,,,,,,,,
1,,,,,,129903,HAPE,2013,"Kauai, Hono O Na'pali",,,,,,,,,,,,,,,,,,129903,,,,,,,,,,,,
1,,,,,,129904,HAPE,2013,"Kauai, Hono O Na'pali",,,,,,,,,,,,,,,,,,129904,,,,,,,,,,,,
1,,,,,,129905,HAPE,2013,"Kauai, Hono O Na'pali",,,,,,,,,,,,,,,,,,129905,,,,,,,,,,,,
0,,,,,,?,HAPE,2014,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,138434,NESH,2014,?,,,,,,,,,,,,,,,,,,138434,,,,,,,,,,,,
,,,,,,141873,NESH,2014,?,,,,,,,,,,,,,,,,,,141873,,,,,,,,,,,,
,,,,,,141874,NESH,2014,?,,,,,,,,,,,,,,,,,,141874,,,,,,,,,,,,
,,,,,,141875,NESH,2014,?,,,,,,,,,,,,,,,,,,141875,,,,,,,,,,,,
,,,,,,141876,NESH,2014,?,,,,,,,,,,,,,,,,,,141876,,,,,,,,,,,,
,,,,,,141877,NESH,2014,?,,,,,,,,,,,,,,,,,,141877,,,,,,,,,,,,
,,,,,,141878,NESH,2014,?,,,,,,,,,,,,,,,,,,141878,,,,,,,,,,,,
,,,,,,141879,NESH,2014,?,,,,,,,,,,,,,,,,,,141879,,,,,,,,,,,,
,,,,,,141880,NESH,2014,?,,,,,,,,,,,,,,,,,,141880,,,,,,,,,,,,
,,,,,,141881,NESH,2014,?,,,,,,,,,,,,,,,,,,141881,,,,,,,,,,,,
,,,,,,141882,NESH,2014,?,,,,,,,,,,,,,,,,,,141882,,,,,,,,,,,,
,,,,,,141883,NESH,2014,?,,,,,,,,,,,,,,,,,,141883,,,,,,,,,,,,
